9F5GC49X+XF,Bus Howe,0,161
9F5GC592+C6,Bus Hower Brack,0,161
9F5GC4R2+3J,Bus Oortkatenufer,0,161
9F5GC3XR+9V,Bus Oortkaten,0,161
9F5GH5W9+3G,Bus Am Ohlendorffturm,0,161
9F5FGVJH+WG,Bus Steendiek,0,161
9F5FMX3M+PH,"Bus Garstedt, Südportal",0,161
9F5GJ2QQ+VR,Hummelsbüttel,0,68
9F5GJ2CQ+J4,Ohlsdorf,0,68
9F5GJ365+7F,Steilshoop,0,68
9F5GH374+Q5,Bhf Hasselbrook,1,167
9F5GH28V+VM,Bus U Ritterstraße,0,161
9F5GM2MW+5F,"Bus Glashütte, Friedhof",0,161
9F5GJ4R7+V8,Bus Gilcherweg,0,161
9F5FHR77+8H,Bus S Blankenese,0,161
9F5FHPC9+QG,"Bus Wedel, Pulverstraße",0,161
9F5GM56X+8J,"Bus Wulfsdorf, Feuerwache",0,161
9F5FCXG6+GH,Bus Hirschkäferweg,0,161
9F5GM56W+8M,"Bus Wulfsdorf, Allmende",0,161
9F5FGVR7+J8,Bus Rüschpark,0,161
9F5FGVW7+H3,Bus Teufelsbrück,0,161
9F5GF6R5+42,Bhf Bergedorf,1,167
9F5FFX96+VV,Bus Moorburger Straße,0,161
9F5FHWVV+4J,U Hagenbecks Tierpark,1,166
9F5GM4WV+H7,Wanderer,0,28
9F5GM4FP+X8,Bus Vogtredder,0,161
9F5GM4VP+XV,Eisbär,0,25
9F5GM4FG+9Q,Bergstedt,0,68
9F5GM5R8+GX,Hoisbüttel,0,68
9F5GM49H+87,Paula Bach,0,18
9F5FGXXJ+64,Krameramtsstuben,0,29
9F5FHPG7+9G,Christuskirche-Schulau,0,50
9F5FHPJ3+PM,Bus S Wedel,0,161
9F5FHPG4+W4,"Bus Wedel, Bahnhofstraße",0,161
9F5GG3WV+HC,Penny,0,105
9F5GH32V+JM,Bus Querkamp,0,161
9F5GH32W+Q3,EDEKA Özcan,0,105
9F5GG3RX+MH,Total,0,162
9F5GG4R4+XP,U Billstedt,1,166
9F5GG4R4+P7,REWE Center Billstedt,0,105
9F5FFRF9+WM,Bhf Fischbek,1,167
9F5FFQFQ+67,Bhf Neu Wulmstorf,1,167
9F5FHQ5W+38,Blankenese Unterfeuer,0,163
9F5FHRCF+JR,Bus Darbovenstieg,0,161
9F5FHRG2+JV,Bus Blankeneser Friedhof,0,161
9F5FHPJ2+XF,Mühlenstein,0,29
9F5GH25H+QG,U Lübecker Straße,1,166
9F5GH23F+97,U Berliner Tor,1,166
9F5FHWJ4+66,Das Bauernhaus,0,29
9F5FGQPH+W5,Cranz,0,68
9F5FCXWJ+6J,Wilstorf,0,68
9F5FCXFG+RV,Sinstorf,0,68
9F5FCXJQ+VP,Langenbek,0,68
9F5GC2P5+PJ,Rönneburg,0,68
9F5FGVX3+9M,ELV – Das Elb-Restaurant,0,29
9F5GG579+GM,Burger King,0,26
9F5GG578+RW,Bus Boberg,0,161
9F5GG56H+X6,Bus Rudorffweg,0,161
9F5GG56P+GC,Bus Mendelstraße,0,161
9F5GG56X+75,Bus Korachstraße,0,161
9F5GG53R+PH,Bus Grandkoppel,0,161
9F5GG56V+P4,Bus Haempten,0,161
9F5GG656+W3,Bus Röpraredder,0,161
9F5GG656+28,Bus Harnackring,0,161
9F5GG675+3W,Bus Havighorster Weg,0,161
9F5GG636+F8,Bus Binnenfeldredder,0,161
9F5FCXWF+37,Freilichtbühne,1,139
9F5GG54X+WM,Bus Heidkampsredder,0,161
9F5GG55P+JC,Netto,0,105
9F5GG53R+V7,Lidl,0,105
9F5GG55P+G9,Schackier's Blumen Oase,0,88
9F5FHRF4+8Q,Bus Siebenbuchen,0,161
9F5FHR95+MH,Bus Wulfsdal,0,161
9F5FFRFC+HV,Bus Ohrnsweg,0,161
9F5FFRCJ+Q8,Penny Fischbek,0,105
9F5FGV2H+X3,Bus Hohenwisch (Kehre),0,161
9F5FGWV4+Q4,Strandperle,0,29
9F5FHRMH+5G,Bus Schenefelder Holt,0,161
9F5FHPMF+FQ,HEM,0,162
9F5GM574+V7,U Buckhorn,1,166
9F5GM4HX+63,U Hoisbüttel,1,166
9F5FHVJM+8W,Stadion Eck,0,29
9F5FMW76+84,Bhf Bönningstedt,1,167
9F5FJWX5+39,Bhf Burgwedel,1,167
9F5FJWM4+MJ,Bhf Schnelsen,1,167
9F5FHW7G+J8,ARAL,0,162
9F5FHW7C+MJ,NH Hotel,0,6
9F5GG2X5+WC,Deutsche Post,0,14
9F5GG66F+XC,"Bus Reinbek, Großkoppel",0,161
9F5GF2W4+VR,Bus S Wilhelmsburg (Abfahrt B),0,161
9F5GF2X5+8M,Marktkauf Wilhelmsburg,0,105
9F5GG3WP+X2,Bus Horner Rampe,0,161
9F5FMX8R+GP,Bus Valvo,0,161
9F5FHPJ8+X3,SB Tank,0,162
9F5FGVPH+HH,Bus Finkenwerder,0,161
9F5GM2H2+7P,U Ochsenzoll,1,166
9F5GH344+74,U Hammer Kirche,1,166
9F5GG4HX+6X,U Mümmelmannsberg,1,166
9F5GG4QG+C2,U Merkenstraße,1,166
9F5GG4RQ+CM,U Steinfurther Allee,1,166
9F5FHQ87+9J,Puppenmuseum Falkenstein & Galarie Elke Dröscher,0,149
9F5FHPHG+RX,FH-Mensa,0,29
9F5FHWQ9+X7,Bus Stellingen,0,161
9F5FHWW4+7W,Bus Eidelstedt,0,161
9F5GJ39R+62,Bus Hohnerkamp,0,161
9F5GJ37G+XH,"Bus Bramfeld, Dorfplatz",0,161
9F5GJ35F+J6,Bus Steilshooper Allee,0,161
9F5GJ329+WV,Bus Werner-Otto-Straße,0,161
9F5GH3X9+WV,Bus Werner-Otto-Straße (Mitte),0,161
9F5GH3WC+QQ,Bus Haldesdorfer Straße,0,161
9F5GH3JJ+4F,Bus Walddörferstraße,0,161
9F5GH3HG+P6,Bus Gladowstraße,0,161
9F5GH3FF+PF,Bus Wendemuthstraße,0,161
9F5GH3CM+95,Bus Gustav-Adolf-Straße,0,161
9F5GH3QG+H7,Phönix Apotheke,0,34
9F5GH3RG+VF,Nehberg,0,74
9F5GH3V2+FV,U Habichtstraße,1,166
9F5FHR52+QF,Süllberg,0,65
9F5FFW87+99,Reiherberg,0,65
9F5FHXHG+3G,U Hoheluftbrücke,1,166
9F5FHX79+MM,U Sternschanze (Messe),1,166
9F5FHXJQ+J8,U Klosterstern,1,166
9F5GH4HV+VV,Bus Glatzer Straße,0,161
9F5GH4JQ+54,Bus Liegnitzer Straße,0,161
9F5GH5VC+4J,Bus Seniorensitz Am Hegen,0,161
9F5FHPJ4+FR,Croque Corner,0,26
9F5FHPPQ+63,Hotel Kreuzer,0,6
9F5FJWJ9+JC,Bus Wählingsweg,0,161
9F5FJWH9+3M,Bus Graf-Johann-Weg,0,161
9F5FJWJ8+F5,Friedens-Mahnmal,0,147
9F5FHR54+27,Sagebiels Fährhaus,0,29
9F5GF6P7+F9,Casa Vecchia,0,29
9F5FHRG7+C8,edeka,0,105
9F5GH3C8+RF,Adler-Apotheke,0,34
9F5GH3QX+6V,Sixt,0,165
9F5GH3QX+H3,Enterprise,0,165
9F5GH3QX+QM,POCO-Einrichtungsmarkt,0,85
9F5GH4Q2+HJ,Mr. Wash,0,165
9F5GH3QP+3Q,Konditorei Nehberg,0,74
9F5GH4PG+P5,REWE CENTER,0,105
9F5GH4PG+PG,Herz-Apotheke,0,34
9F5GJ2HF+H6,Penny Markt,0,105
9F5GH394+MG,Netto Marken-Discount,0,105
9F5GH394+QV,JET,0,162
9F5GH29G+QX,U Mundsburg,1,166
9F5GH3JH+7V,Holzmühlen-Apotheke,0,34
9F5GH3GJ+V8,Bauhaus,0,86
9F5GH3GM+VF,clean car,0,162
9F5GH4J3+G9,Edeka,0,105
9F5GH3RG+XC,Gartenstadt-Apotheke,0,34
9F5GH3WR+3H,Bus Bullenkoppel,0,161
9F5GH3WR+RM,Bus Barmwisch,0,161
9F5GJ32R+3G,Bus Turnierstieg,0,161
9F5GG4R4+43,Mediamarkt Billstedt,0,94
9F5GJ25W+87,Clean Car Tankstelle,0,162
9F5GH3HJ+XP,Schollmeyer,0,94
9F5GH3QC+53,Cafe Bistro ATW,0,74
9F5GJ33C+W9,Mega Bike,0,75
9F5GH3MG+JQ,Fahrrad Nielandt,0,75
9F5GH3J5+8W,Fahrrad Dulsberg,0,75
9F5GH3G5+W6,1000 Räder,0,75
9F5GG2VG+M4,Subway,0,26
9F5GH3J9+XF,Bus U Straßburger Straße,0,161
9F5GH3J9+W6,Straßburger Apotheke,0,34
9F5GH3J7+P8,Taverna Metaxa,0,29
9F5GJ242+MV,Bienen-Apotheke,0,34
9F5FJWJF+GF,Radsport Wulff,0,75
9F5FPWJ3+CV,Bhf Quickborn,1,167
9F5FHQJW+HG,Sülldorf,0,68
9F5GH3M7+25,Dulsberg,0,68
9F5FHXJ9+88,Hoheluft-West,0,68
9F5GF592+GR,Reitbrook,0,68
